Sentiment,tweet
1,follow yorkshire nick griffin tony european parliament labour true
0,just left not feeling happy
1,ll see soon subscribe seen follow
1,final week week life
0,thought sleeping option tomorrow now not evaluations morning work afternoon
1,long hours work glad home
1,sad missed looking price
1,going see new movie alone lol
0,sorry day rough not fire
1,mtv movie awards effect tv tonight thank god
0,hate feeling way
0,ready work wish closing
0,home school sick cooking friend fair
0,back downtown not well
1,wanna look ya im still prefer fruits junk food
1,thats funny
0,mean haven watched well kinda sad
1,enjoyed late night throw back text conversation old team favorite
0,think may size
1,np
0,mention kids actually eat
0,can believe
0,band calls complete now clean room
0,including july
1,better bubble
0,saw good sat
1,guess wings will offer reason appreciate
1,awesome lesson circuits today beautiful weather
1,super cold baseball game least competition second hot tea time now
1,just once road days
1,can sleep vacation trips wake ready explore new share morning
0,ready class
0,thats fine dont need older im queue rest
0,thanks ur concern unfortunately not worst far
1,great day now bed see morning
1,city melbourne shopping
1,like greg james version song
0,well okay suggestions hack fell stone cold mid message
1,thanks bit
1,going see baby
0,keeping belle home school nd day row ear infection crazy seal
1,listening attack grey day great album
0,asked look just put arm back
1,picture showing now problem glad help
1,feel understood clearly blood rock trying
0,dont know feel
1,cheap
0,houses point saw drove today now not feeling hot
0,dont believe pic
0,new addiction dad blocks phone
1,holy cow saw baby birds cam cool
1,hope well
0,wish american idol tour
1,fun yesterday will surprise time
0,killed catherine
1,love listening audio shows happy
0,wal mart union city find dad gift
1,video brilliant toe jam
0,damn involved work forgot article now buy new double price
0,know miss show whole last week
1,bon means good
0,poor puppy dog week old down toilet
1,tell here
0,needs upgrade mobile like ones can
0,hot
0,awesome pack star wars heads solo book tie pilot luke
1,urban vegas
0,damn hr shift tired
1,good luck tomorrow wishing family new addition well
0,far gonna blah tooth now lol
1,double wright baby closing plus save
0,epson salt hurt push
1,just letting know ph not support device updates
1,okay yr demo expired hope ll stay not expensive
0,miss rose sad times
0,chocolate
0,chick right now guess ll wait tomorrow
0,boring day
0,spring here alberta only today
0,earthquake
0,gives spots strong fragrances break stupid sun hate
1,play good songs can wait summer cold weather here
1,ah sunday morning nice day realize money love
0,sad say time am not well spoken
0,starting fun
1,hi mark nice evening wait hear new album see guys back stage next year take care xx
1,hung
0,sure monroe
1,playing installing stuff comp needs internet explorer
1,note sky free today
0,hope brother bed soon cos internet will break ill leave
1,true possibly repeat tomorrow
0,geo assignment
1,happy bitch
0,annie dream miss boots leaves today
0,just wait hours later horrible can talk
1,think learn love innocent
1,bye fun time ya
0,susan performance last performance good
1,watching makes day keep great work
0,road flight trips see cs now just going canada day flights look
1,well tell
1,fish market hamburg definitely bought nice gold watch
1,just wanted wish good morning dear friend
0,wanted win
1,won train back leeds hour early won let change
0,not la
0,ing dubai airport hk better
1,hi nice meet wanna hang
0,just walked past male models loved minute sad
1,weekend ahead great party last night
0,man thought excitement tour new album new
0,gonna lonely summer
1,ok thanks
0,hate business
0,trees killing right now stupid
1,hey net good show
0,attempting dinner tonight lets see long wait will
0,promise
1,mean here love name
1,great just ate lunch parents
1,knew showed guys like seconds play right half ended
0,second attempt address wrong need documents back square
1,who told
0,still working project making good progress still long way
1,ok let
0,ready school learning half past fitness time need alone ciao
0,struck families victims flight rio paris will pray involved radar
0,just finished back thought forgot
0,day dollar back work week
0,who missed first cut hard follow
1,ll best keep loop amy promised give calls can
0,heading bed going attempt money car boot sale early start tomorrow
1,spider room maybe will eat
0,good finishing work laundry today pick sun
1,took shower gonna head back bit here come
1,end first period sweden
0,going hit today
0,just back lecture big brother
1,georgia mind sure people love hear full song time
1,early bed time tonight head night land
1,bed lazy days summer
0,pm final exam today still stay lab order submit final term paper
0,followed stomach
1,admit can directed
1,min twelve just finished making protective sleeve laptop next ask bed
1,watching good far
0,felt sick earlier morning able school feel better now
1,spoke gonna here soon
1,think showing signs love ya
0,sick baby think immune system handle apparently not
0,rip live
1,failed need effort tried hard word son lol
0,guess not tear
1,maybe move gaming events
0,spent like hour trying making characters made still wolf good weapon
0,night text aim
1,checking first time
0,write style bibliography author lol help
0,ready poor little
1,song next
1,finished show heading home sleep only teach day tomorrow good love
0,sim not see tonight eu fotos para vc
0,god want cry spent ages vids only sound worked fine damn
0,don know want know identity
0,im supposed video summer still find camera
1,like old woman slow ll not later today next week now half term can chat soon
1,wish well hopefully contacts cool jobs fun
1,graduated
1,wise men say only rush glad came good times here
1,gm received tr tr high mobility type
1,watching game
1,can wait am reading work
0,tired practice mom still taken sticks
0,car park spaces
1,passion pit phase draft hip hop mood
1,year old looking men london london age looking gay guys fo
1,maybe can next mission start campaign girls oz fund drive can donate
1,thanks posting mt taken pre fairly low light conditions
0,trying find style will suit
1,jay metro
1,thank tail love
0,thought friday just now
0,thoughts killing
1,like name phoenix place wish america just plus africa boring
0,pretty heather wants hang tonight damn
0,ve reading sims genetics sims forums apparently hair passed disappointed
0,only exciting
0,sm think ranks best comic films made sm
0,absolutely agree mad can believe now second year uni
1,think beat views not comment
1,maybe eat big
0,sorry babe
0,see lol yes well
0,yeah don trust mail time lol
1,well trying active ongoing process
1,good home
0,manchester united confirm carlos leave club bye bye
1,can real cake sending pic
0,only nylon magazines like tried look book sale
0,new office today copy cats
1,shirt uk okay looking forward see days
0,just leaving work now
0,im sorry want
1,last night went see loved cute funny recommend not seen
0,miss jay
0,muscle milk muscle milk girls only like ass money
1,going attack kids wars
1,only japanese can come lol hand cool
1,tired fun tonight love friends family daddy love rip
0,now home want meet
1,rs ya
1,making windows live writer portable
1,yeah lol am childhood filled am
0,time weeks keep tv series follow
1,happened hand glad hear went fine
1,feedback welcome
1,anniversary wonder boy will remember
1,waiting ride tonight
0,cheers helen drama last night here well now
0,moms made early wash dishes
0,dried
1,long way dear good effort
0,thank link work
1,loves people decide physically hurt being ignored
1,fake now dreams reality
0,breaking heart
0,right mean gonna shoot not give
